game_id,season,game_type,week,gameday,weekday,gametime,away_team,home_team,away_score,home_score,home_result,stadium,location,roof,surface,old_game_id
1999_01_MIN_ATL,1999,REG,1,1999-09-12,Sunday,NA,MIN,ATL,17,14,-3,Georgia Dome,Home,dome,astroturf,1999091210
1999_01_KC_CHI,1999,REG,1,1999-09-12,Sunday,NA,KC,CHI,17,20,3,Soldier Field,Home,outdoors,grass,1999091206
1999_01_PIT_CLE,1999,REG,1,1999-09-12,Sunday,NA,PIT,CLE,43,0,-43,Cleveland Browns Stadium,Home,outdoors,grass,1999091213
1999_01_OAK_GB,1999,REG,1,1999-09-12,Sunday,NA,OAK,GB,24,28,4,Lambeau Field,Home,outdoors,grass,1999091208
1999_01_BUF_IND,1999,REG,1,1999-09-12,Sunday,NA,BUF,IND,14,31,17,RCA Dome,Home,dome,astroturf,1999091202
1999_01_SF_JAX,1999,REG,1,1999-09-12,Sunday,NA,SF,JAX,3,41,38,Alltel Stadium,Home,outdoors,grass,1999091212
1999_01_CAR_NO,1999,REG,1,1999-09-12,Sunday,NA,CAR,NO,10,19,9,Louisiana Superdome,Home,dome,astroturf,1999091203
1999_01_NE_NYJ,1999,REG,1,1999-09-12,Sunday,NA,NE,NYJ,30,28,-2,Giants Stadium,Home,outdoors,astroturf,1999091207
1999_01_ARI_PHI,1999,REG,1,1999-09-12,Sunday,NA,ARI,PHI,25,24,-1,Veterans Stadium,Home,outdoors,astroturf,1999091200
1999_01_DET_SEA,1999,REG,1,1999-09-12,Sunday,NA,DET,SEA,28,20,-8,Seattle Kingdome,Home,dome,astroturf,1999091209
1999_01_BAL_STL,1999,REG,1,1999-09-12,Sunday,NA,BAL,STL,10,27,17,TWA Dome,Home,dome,astroturf,1999091201
1999_01_NYG_TB,1999,REG,1,1999-09-12,Sunday,NA,NYG,TB,17,13,-4,Raymond James Stadium,Home,outdoors,grass,1999091211
1999_01_CIN_TEN,1999,REG,1,1999-09-12,Sunday,NA,CIN,TEN,35,36,1,Adelphia Coliseum,Home,outdoors,grass,1999091204
1999_01_DAL_WAS,1999,REG,1,1999-09-12,Sunday,NA,DAL,WAS,41,35,-6,Jack Kent Cooke Stadium,Home,outdoors,grass,1999091205
1999_01_MIA_DEN,1999,REG,1,1999-09-13,Monday,NA,MIA,DEN,38,21,-17,Mile High Stadium,Home,outdoors,grass,1999091300
1999_02_PIT_BAL,1999,REG,2,1999-09-19,Sunday,NA,PIT,BAL,23,20,-3,PSINet Stadium,Home,outdoors,grass,1999091905
1999_02_NYJ_BUF,1999,REG,2,1999-09-19,Sunday,NA,NYJ,BUF,3,17,14,Ralph Wilson Stadium,Home,outdoors,astroturf,1999091913
1999_02_JAX_CAR,1999,REG,2,1999-09-19,Sunday,NA,JAX,CAR,22,20,-2,Ericsson Stadium,Home,outdoors,grass,1999091903
1999_02_SEA_CHI,1999,REG,2,1999-09-19,Sunday,NA,SEA,CHI,14,13,-1,Soldier Field,Home,outdoors,grass,1999091907
1999_02_SD_CIN,1999,REG,2,1999-09-19,Sunday,NA,SD,CIN,34,7,-27,Cinergy Field,Home,outdoors,astroturf,1999091906
1999_02_GB_DET,1999,REG,2,1999-09-19,Sunday,NA,GB,DET,15,23,8,Pontiac Silverdome,Home,dome,astroturf,1999091901
1999_02_DEN_KC,1999,REG,2,1999-09-19,Sunday,NA,DEN,KC,10,26,16,Arrowhead Stadium,Home,outdoors,grass,1999091912
1999_02_ARI_MIA,1999,REG,2,1999-09-19,Sunday,NA,ARI,MIA,16,19,3,Pro Player Stadium,Home,outdoors,grass,1999091900
1999_02_OAK_MIN,1999,REG,2,1999-09-19,Sunday,NA,OAK,MIN,22,17,-5,Hubert H. Humphrey Metrodome,Home,dome,astroturf,1999091904
1999_02_IND_NE,1999,REG,2,1999-09-19,Sunday,NA,IND,NE,28,31,3,Foxboro Stadium,Home,outdoors,grass,1999091902
1999_02_WAS_NYG,1999,REG,2,1999-09-19,Sunday,NA,WAS,NYG,50,21,-29,Giants Stadium,Home,outdoors,astroturf,1999091909
1999_02_TB_PHI,1999,REG,2,1999-09-19,Sunday,NA,TB,PHI,19,5,-14,Veterans Stadium,Home,outdoors,astroturf,1999091908
1999_02_NO_SF,1999,REG,2,1999-09-19,Sunday,NA,NO,SF,21,28,7,3Com Park,Home,outdoors,grass,1999091910
1999_02_CLE_TEN,1999,REG,2,1999-09-19,Sunday,NA,CLE,TEN,9,26,17,Adelphia Coliseum,Home,outdoors,grass,1999091911
1999_02_ATL_DAL,1999,REG,2,1999-09-20,Monday,NA,ATL,DAL,7,24,17,Texas Stadium,Home,outdoors,astroturf,1999092000
1999_03_CLE_BAL,1999,REG,3,1999-09-26,Sunday,NA,CLE,BAL,10,17,7,PSINet Stadium,Home,outdoors,grass,1999092603
1999_03_PHI_BUF,1999,REG,3,1999-09-26,Sunday,NA,PHI,BUF,0,26,26,Ralph Wilson Stadium,Home,outdoors,astroturf,1999092606
1999_03_CIN_CAR,1999,REG,3,1999-09-26,Sunday,NA,CIN,CAR,3,27,24,Ericsson Stadium,Home,outdoors,grass,1999092602
1999_03_MIN_GB,1999,REG,3,1999-09-26,Sunday,NA,MIN,GB,20,23,3,Lambeau Field,Home,outdoors,grass,1999092611
1999_03_TEN_JAX,1999,REG,3,1999-09-26,Sunday,NA,TEN,JAX,20,19,-1,Alltel Stadium,Home,outdoors,grass,1999092608
1999_03_DET_KC,1999,REG,3,1999-09-26,Sunday,NA,DET,KC,21,31,10,Arrowhead Stadium,Home,outdoors,grass,1999092605
1999_03_NYG_NE,1999,REG,3,1999-09-26,Sunday,NA,NYG,NE,14,16,2,Foxboro Stadium,Home,outdoors,grass,1999092612
1999_03_WAS_NYJ,1999,REG,3,1999-09-26,Sunday,NA,WAS,NYJ,27,20,-7,Giants Stadium,Home,outdoors,astroturf,1999092601
1999_03_CHI_OAK,1999,REG,3,1999-09-26,Sunday,NA,CHI,OAK,17,24,7,Network Associates Coliseum,Home,outdoors,grass,1999092610
1999_03_SEA_PIT,1999,REG,3,1999-09-26,Sunday,NA,SEA,PIT,29,10,-19,Three Rivers Stadium,Home,outdoors,astroturf,1999092607
1999_03_IND_SD,1999,REG,3,1999-09-26,Sunday,NA,IND,SD,27,19,-8,Qualcomm Stadium,Home,outdoors,grass,1999092609
1999_03_ATL_STL,1999,REG,3,1999-09-26,Sunday,NA,ATL,STL,7,35,28,TWA Dome,Home,dome,astroturf,1999092600
1999_03_DEN_TB,1999,REG,3,1999-09-26,Sunday,NA,DEN,TB,10,13,3,Raymond James Stadium,Home,outdoors,grass,1999092604
1999_03_SF_ARI,1999,REG,3,1999-09-27,Monday,NA,SF,ARI,24,10,-14,Sun Devil Stadium,Home,outdoors,grass,1999092700
1999_04_BAL_ATL,1999,REG,4,1999-10-03,Sunday,NA,BAL,ATL,19,13,-6,Georgia Dome,Home,dome,astroturf,1999100301
1999_04_NO_CHI,1999,REG,4,1999-10-03,Sunday,NA,NO,CHI,10,14,4,Soldier Field,Home,outdoors,grass,1999100304
1999_04_STL_CIN,1999,REG,4,1999-10-03,Sunday,NA,STL,CIN,38,10,-28,Cinergy Field,Home,outdoors,astroturf,1999100306
1999_04_NE_CLE,1999,REG,4,1999-10-03,Sunday,NA,NE,CLE,19,7,-12,Cleveland Browns Stadium,Home,outdoors,grass,1999100303
1999_04_ARI_DAL,1999,REG,4,1999-10-03,Sunday,NA,ARI,DAL,7,35,28,Texas Stadium,Home,outdoors,astroturf,1999100300
1999_04_NYJ_DEN,1999,REG,4,1999-10-03,Sunday,NA,NYJ,DEN,21,13,-8,Mile High Stadium,Home,outdoors,grass,1999100310
1999_04_TB_MIN,1999,REG,4,1999-10-03,Sunday,NA,TB,MIN,14,21,7,Hubert H. Humphrey Metrodome,Home,dome,astroturf,1999100307
1999_04_PHI_NYG,1999,REG,4,1999-10-03,Sunday,NA,PHI,NYG,15,16,1,Giants Stadium,Home,outdoors,astroturf,1999100305
1999_04_JAX_PIT,1999,REG,4,1999-10-03,Sunday,NA,JAX,PIT,17,3,-14,Three Rivers Stadium,Home,outdoors,astroturf,1999100302
1999_04_KC_SD,1999,REG,4,1999-10-03,Sunday,NA,KC,SD,14,21,7,Qualcomm Stadium,Home,outdoors,grass,1999100309
1999_04_OAK_SEA,1999,REG,4,1999-10-03,Sunday,NA,OAK,SEA,21,22,1,Seattle Kingdome,Home,dome,astroturf,1999100312
1999_04_TEN_SF,1999,REG,4,1999-10-03,Sunday,NA,TEN,SF,22,24,2,3Com Park,Home,outdoors,grass,1999100311
1999_04_CAR_WAS,1999,REG,4,1999-10-03,Sunday,NA,CAR,WAS,36,38,2,Jack Kent Cooke Stadium,Home,outdoors,grass,1999100308
1999_04_BUF_MIA,1999,REG,4,1999-10-04,Monday,NA,BUF,MIA,23,18,-5,Pro Player Stadium,Home,outdoors,grass,1999100400
1999_05_NYG_ARI,1999,REG,5,1999-10-10,Sunday,NA,NYG,ARI,3,14,11,Sun Devil Stadium,Home,outdoors,grass,1999101008
1999_05_PIT_BUF,1999,REG,5,1999-10-10,Sunday,NA,PIT,BUF,21,24,3,Ralph Wilson Stadium,Home,outdoors,astroturf,1999101005
1999_05_CIN_CLE,1999,REG,5,1999-10-10,Sunday,NA,CIN,CLE,18,17,-1,Cleveland Browns Stadium,Home,outdoors,grass,1999101002
1999_05_SD_DET,1999,REG,5,1999-10-10,Sunday,NA,SD,DET,20,10,-10,Pontiac Silverdome,Home,dome,astroturf,1999101006
1999_05_TB_GB,1999,REG,5,1999-10-10,Sunday,NA,TB,GB,23,26,3,Lambeau Field,Home,outdoors,grass,1999101012
1999_05_MIA_IND,1999,REG,5,1999-10-10,Sunday,NA,MIA,IND,34,31,-3,RCA Dome,Home,dome,astroturf,1999101011
1999_05_NE_KC,1999,REG,5,1999-10-10,Sunday,NA,NE,KC,14,16,2,Arrowhead Stadium,Home,outdoors,grass,1999101004
1999_05_CHI_MIN,1999,REG,5,1999-10-10,Sunday,NA,CHI,MIN,24,22,-2,Hubert H. Humphrey Metrodome,Home,dome,astroturf,1999101001
1999_05_ATL_NO,1999,REG,5,1999-10-10,Sunday,NA,ATL,NO,20,17,-3,Louisiana Superdome,Home,dome,astroturf,1999101000
1999_05_DEN_OAK,1999,REG,5,1999-10-10,Sunday,NA,DEN,OAK,16,13,-3,Network Associates Coliseum,Home,outdoors,grass,1999101010
1999_05_DAL_PHI,1999,REG,5,1999-10-10,Sunday,NA,DAL,PHI,10,13,3,Veterans Stadium,Home,outdoors,astroturf,1999101003
1999_05_SF_STL,1999,REG,5,1999-10-10,Sunday,NA,SF,STL,20,42,22,TWA Dome,Home,dome,astroturf,1999101007
1999_05_BAL_TEN,1999,REG,5,1999-10-10,Sunday,NA,BAL,TEN,11,14,3,Adelphia Coliseum,Home,outdoors,grass,1999101009
1999_05_JAX_NYJ,1999,REG,5,1999-10-11,Monday,NA,JAX,NYJ,16,6,-10,Giants Stadium,Home,outdoors,astroturf,1999101100
1999_06_WAS_ARI,1999,REG,6,1999-10-17,Sunday,NA,WAS,ARI,24,10,-14,Sun Devil Stadium,Home,outdoors,grass,1999101712
1999_06_STL_ATL,1999,REG,6,1999-10-17,Sunday,NA,STL,ATL,41,13,-28,Georgia Dome,Home,dome,astroturf,1999101707
1999_06_OAK_BUF,1999,REG,6,1999-10-17,Sunday,NA,OAK,BUF,20,14,-6,Ralph Wilson Stadium,Home,outdoors,astroturf,1999101704
1999_06_PHI_CHI,1999,REG,6,1999-10-17,Sunday,NA,PHI,CHI,20,16,-4,Soldier Field,Home,outdoors,grass,1999101705
1999_06_PIT_CIN,1999,REG,6,1999-10-17,Sunday,NA,PIT,CIN,17,3,-14,Cinergy Field,Home,outdoors,astroturf,1999101706
1999_06_GB_DEN,1999,REG,6,1999-10-17,Sunday,NA,GB,DEN,10,31,21,Mile High Stadium,Home,outdoors,grass,1999101711
1999_06_MIN_DET,1999,REG,6,1999-10-17,Sunday,NA,MIN,DET,23,25,2,Pontiac Silverdome,Home,dome,astroturf,1999101703
1999_06_CLE_JAX,1999,REG,6,1999-10-17,Sunday,NA,CLE,JAX,7,24,17,Alltel Stadium,Home,outdoors,grass,1999101700
1999_06_MIA_NE,1999,REG,6,1999-10-17,Sunday,NA,MIA,NE,31,30,-1,Foxboro Stadium,Home,outdoors,grass,1999101702
1999_06_TEN_NO,1999,REG,6,1999-10-17,Sunday,NA,TEN,NO,24,21,-3,Louisiana Superdome,Home,dome,astroturf,1999101708
1999_06_IND_NYJ,1999,REG,6,1999-10-17,Sunday,NA,IND,NYJ,16,13,-3,Giants Stadium,Home,outdoors,astroturf,1999101701
1999_06_SEA_SD,1999,REG,6,1999-10-17,Sunday,NA,SEA,SD,10,13,3,Qualcomm Stadium,Home,outdoors,grass,1999101709
1999_06_CAR_SF,1999,REG,6,1999-10-17,Sunday,NA,CAR,SF,31,29,-2,3Com Park,Home,outdoors,grass,1999101710
1999_06_DAL_NYG,1999,REG,6,1999-10-18,Monday,NA,DAL,NYG,10,13,3,Giants Stadium,Home,outdoors,astroturf,1999101800
1999_07_KC_BAL,1999,REG,7,1999-10-21,Thursday,NA,KC,BAL,35,8,-27,PSINet Stadium,Home,outdoors,grass,1999102100
1999_07_DET_CAR,1999,REG,7,1999-10-24,Sunday,NA,DET,CAR,24,9,-15,Ericsson Stadium,Home,outdoors,grass,1999102404
1999_07_WAS_DAL,1999,REG,7,1999-10-24,Sunday,NA,WAS,DAL,20,38,18,Texas Stadium,Home,outdoors,astroturf,1999102408
1999_07_CIN_IND,1999,REG,7,1999-10-24,Sunday,NA,CIN,IND,10,31,21,RCA Dome,Home,dome,astroturf,1999102401
1999_07_PHI_MIA,1999,REG,7,1999-10-24,Sunday,NA,PHI,MIA,13,16,3,Pro Player Stadium,Home,outdoors,grass,1999102406
1999_07_SF_MIN,1999,REG,7,1999-10-24,Sunday,NA,SF,MIN,16,40,24,Hubert H. Humphrey Metrodome,Home,dome,astroturf,1999102407
1999_07_DEN_NE,1999,REG,7,1999-10-24,Sunday,NA,DEN,NE,23,24,1,Foxboro Stadium,Home,outdoors,grass,1999102403
1999_07_NO_NYG,1999,REG,7,1999-10-24,Sunday,NA,NO,NYG,3,31,28,Giants Stadium,Home,outdoors,astroturf,1999102405
1999_07_NYJ_OAK,1999,REG,7,1999-10-24,Sunday,NA,NYJ,OAK,23,24,1,Network Associates Coliseum,Home,outdoors,grass,1999102411
1999_07_GB_SD,1999,REG,7,1999-10-24,Sunday,NA,GB,SD,31,3,-28,Qualcomm Stadium,Home,outdoors,grass,1999102409
1999_07_BUF_SEA,1999,REG,7,1999-10-24,Sunday,NA,BUF,SEA,16,26,10,Seattle Kingdome,Home,dome,astroturf,1999102410
1999_07_CLE_STL,1999,REG,7,1999-10-24,Sunday,NA,CLE,STL,3,34,31,TWA Dome,Home,dome,astroturf,1999102402
1999_07_CHI_TB,1999,REG,7,1999-10-24,Sunday,NA,CHI,TB,3,6,3,Raymond James Stadium,Home,outdoors,grass,1999102400
1999_07_ATL_PIT,1999,REG,7,1999-10-25,Monday,NA,ATL,PIT,9,13,4,Three Rivers Stadium,Home,outdoors,astroturf,1999102500
1999_08_NE_ARI,1999,REG,8,1999-10-31,Sunday,NA,NE,ARI,27,3,-24,Sun Devil Stadium,Home,outdoors,grass,1999103110
1999_08_CAR_ATL,1999,REG,8,1999-10-31,Sunday,NA,CAR,ATL,20,27,7,Georgia Dome,Home,dome,astroturf,1999103101
1999_08_BUF_BAL,1999,REG,8,1999-10-31,Sunday,NA,BUF,BAL,13,10,-3,PSINet Stadium,Home,outdoors,grass,1999103100
1999_08_JAX_CIN,1999,REG,8,1999-10-31,Sunday,NA,JAX,CIN,41,10,-31,Cinergy Field,Home,outdoors,astroturf,1999103105
1999_08_MIN_DEN,1999,REG,8,1999-10-31,Sunday,NA,MIN,DEN,23,20,-3,Mile High Stadium,Home,outdoors,grass,1999103111
1999_08_TB_DET,1999,REG,8,1999-10-31,Sunday,NA,TB,DET,3,20,17,Pontiac Silverdome,Home,dome,astroturf,1999103112
1999_08_DAL_IND,1999,REG,8,1999-10-31,Sunday,NA,DAL,IND,24,34,10,RCA Dome,Home,dome,astroturf,1999103104
1999_08_SD_KC,1999,REG,8,1999-10-31,Sunday,NA,SD,KC,0,34,34,Arrowhead Stadium,Home,outdoors,grass,1999103108
1999_08_CLE_NO,1999,REG,8,1999-10-31,Sunday,NA,CLE,NO,21,16,-5,Louisiana Superdome,Home,dome,astroturf,1999103103
1999_08_MIA_OAK,1999,REG,8,1999-10-31,Sunday,NA,MIA,OAK,16,9,-7,Network Associates Coliseum,Home,outdoors,grass,1999103109
1999_08_NYG_PHI,1999,REG,8,1999-10-31,Sunday,NA,NYG,PHI,23,17,-6,Veterans Stadium,Home,outdoors,astroturf,1999103106
1999_08_STL_TEN,1999,REG,8,1999-10-31,Sunday,NA,STL,TEN,21,24,3,Adelphia Coliseum,Home,outdoors,grass,1999103107
1999_08_CHI_WAS,1999,REG,8,1999-10-31,Sunday,NA,CHI,WAS,22,48,26,Jack Kent Cooke Stadium,Home,outdoors,grass,1999103102
1999_08_SEA_GB,1999,REG,8,1999-11-01,Monday,NA,SEA,GB,27,7,-20,Lambeau Field,Home,outdoors,grass,1999110100
1999_09_JAX_ATL,1999,REG,9,1999-11-07,Sunday,NA,JAX,ATL,30,7,-23,Georgia Dome,Home,dome,astroturf,1999110704
1999_09_PHI_CAR,1999,REG,9,1999-11-07,Sunday,NA,PHI,CAR,7,33,26,Ericsson Stadium,Home,outdoors,grass,1999110706
1999_09_BAL_CLE,1999,REG,9,1999-11-07,Sunday,NA,BAL,CLE,41,9,-32,Cleveland Browns Stadium,Home,outdoors,grass,1999110701
1999_09_STL_DET,1999,REG,9,1999-11-07,Sunday,NA,STL,DET,27,31,4,Pontiac Silverdome,Home,dome,astroturf,1999110707
1999_09_CHI_GB,1999,REG,9,1999-11-07,Sunday,NA,CHI,GB,14,13,-1,Lambeau Field,Home,outdoors,grass,1999110703
1999_09_KC_IND,1999,REG,9,1999-11-07,Sunday,NA,KC,IND,17,25,8,RCA Dome,Home,dome,astroturf,1999110705
1999_09_TEN_MIA,1999,REG,9,1999-11-07,Sunday,NA,TEN,MIA,0,17,17,Pro Player Stadium,Home,outdoors,grass,1999110713
1999_09_TB_NO,1999,REG,9,1999-11-07,Sunday,NA,TB,NO,31,16,-15,Louisiana Superdome,Home,dome,astroturf,1999110708
1999_09_ARI_NYJ,1999,REG,9,1999-11-07,Sunday,NA,ARI,NYJ,7,12,5,Giants Stadium,Home,outdoors,astroturf,1999110700
1999_09_DEN_SD,1999,REG,9,1999-11-07,Sunday,NA,DEN,SD,33,17,-16,Qualcomm Stadium,Home,outdoors,grass,1999110712
1999_09_CIN_SEA,1999,REG,9,1999-11-07,Sunday,NA,CIN,SEA,20,37,17,Seattle Kingdome,Home,dome,astroturf,1999110711
1999_09_PIT_SF,1999,REG,9,1999-11-07,Sunday,NA,PIT,SF,27,6,-21,3Com Park,Home,outdoors,grass,1999110709
1999_09_BUF_WAS,1999,REG,9,1999-11-07,Sunday,NA,BUF,WAS,34,17,-17,Jack Kent Cooke Stadium,Home,outdoors,grass,1999110702
1999_09_DAL_MIN,1999,REG,9,1999-11-08,Monday,NA,DAL,MIN,17,27,10,Hubert H. Humphrey Metrodome,Home,dome,astroturf,1999110800
1999_10_DET_ARI,1999,REG,10,1999-11-14,Sunday,NA,DET,ARI,19,23,4,Sun Devil Stadium,Home,outdoors,grass,1999111411
1999_10_MIA_BUF,1999,REG,10,1999-11-14,Sunday,NA,MIA,BUF,3,23,20,Ralph Wilson Stadium,Home,outdoors,astroturf,1999111404
1999_10_MIN_CHI,1999,REG,10,1999-11-14,Sunday,NA,MIN,CHI,27,24,-3,Soldier Field,Home,outdoors,grass,1999111405
1999_10_TEN_CIN,1999,REG,10,1999-11-14,Sunday,NA,TEN,CIN,24,14,-10,Cinergy Field,Home,outdoors,astroturf,1999111407
1999_10_GB_DAL,1999,REG,10,1999-11-14,Sunday,NA,GB,DAL,13,27,14,Texas Stadium,Home,outdoors,astroturf,1999111412
1999_10_BAL_JAX,1999,REG,10,1999-11-14,Sunday,NA,BAL,JAX,3,6,3,Alltel Stadium,Home,outdoors,grass,1999111409
1999_10_SF_NO,1999,REG,10,1999-11-14,Sunday,NA,SF,NO,6,24,18,Louisiana Superdome,Home,dome,astroturf,1999111406
1999_10_IND_NYG,1999,REG,10,1999-11-14,Sunday,NA,IND,NYG,27,19,-8,Giants Stadium,Home,outdoors,astroturf,1999111402
1999_10_SD_OAK,1999,REG,10,1999-11-14,Sunday,NA,SD,OAK,9,28,19,Network Associates Coliseum,Home,outdoors,grass,1999111410
1999_10_WAS_PHI,1999,REG,10,1999-11-14,Sunday,NA,WAS,PHI,28,35,7,Veterans Stadium,Home,outdoors,astroturf,1999111408
1999_10_CLE_PIT,1999,REG,10,1999-11-14,Sunday,NA,CLE,PIT,16,15,-1,Three Rivers Stadium,Home,outdoors,astroturf,1999111401
1999_10_DEN_SEA,1999,REG,10,1999-11-14,Sunday,NA,DEN,SEA,17,20,3,Seattle Kingdome,Home,dome,astroturf,1999111413
1999_10_CAR_STL,1999,REG,10,1999-11-14,Sunday,NA,CAR,STL,10,35,25,TWA Dome,Home,dome,astroturf,1999111400
1999_10_KC_TB,1999,REG,10,1999-11-14,Sunday,NA,KC,TB,10,17,7,Raymond James Stadium,Home,outdoors,grass,1999111403
1999_10_NYJ_NE,1999,REG,10,1999-11-15,Monday,NA,NYJ,NE,24,17,-7,Foxboro Stadium,Home,outdoors,grass,1999111500
1999_11_DAL_ARI,1999,REG,11,1999-11-21,Sunday,NA,DAL,ARI,9,13,4,Sun Devil Stadium,Home,outdoors,grass,1999112110
1999_11_BAL_CIN,1999,REG,11,1999-11-21,Sunday,NA,BAL,CIN,34,31,-3,Cinergy Field,Home,outdoors,astroturf,1999112108
1999_11_CAR_CLE,1999,REG,11,1999-11-21,Sunday,NA,CAR,CLE,31,17,-14,Cleveland Browns Stadium,Home,outdoors,grass,1999112102
1999_11_DET_GB,1999,REG,11,1999-11-21,Sunday,NA,DET,GB,17,26,9,Lambeau Field,Home,outdoors,grass,1999112103
1999_11_NO_JAX,1999,REG,11,1999-11-21,Sunday,NA,NO,JAX,23,41,18,Alltel Stadium,Home,outdoors,grass,1999112113
1999_11_SEA_KC,1999,REG,11,1999-11-21,Sunday,NA,SEA,KC,31,19,-12,Arrowhead Stadium,Home,outdoors,grass,1999112107
1999_11_NE_MIA,1999,REG,11,1999-11-21,Sunday,NA,NE,MIA,17,27,10,Pro Player Stadium,Home,outdoors,grass,1999112105
1999_11_BUF_NYJ,1999,REG,11,1999-11-21,Sunday,NA,BUF,NYJ,7,17,10,Giants Stadium,Home,outdoors,astroturf,1999112101
1999_11_IND_PHI,1999,REG,11,1999-11-21,Sunday,NA,IND,PHI,44,17,-27,Veterans Stadium,Home,outdoors,astroturf,1999112104
1999_11_CHI_SD,1999,REG,11,1999-11-21,Sunday,NA,CHI,SD,23,20,-3,Qualcomm Stadium,Home,outdoors,grass,1999112109
1999_11_STL_SF,1999,REG,11,1999-11-21,Sunday,NA,STL,SF,23,7,-16,3Com Park,Home,outdoors,grass,1999112112
1999_11_ATL_TB,1999,REG,11,1999-11-21,Sunday,NA,ATL,TB,10,19,9,Raymond James Stadium,Home,outdoors,grass,1999112100
1999_11_PIT_TEN,1999,REG,11,1999-11-21,Sunday,NA,PIT,TEN,10,16,6,Adelphia Coliseum,Home,outdoors,grass,1999112106
1999_11_NYG_WAS,1999,REG,11,1999-11-21,Sunday,NA,NYG,WAS,13,23,10,Jack Kent Cooke Stadium,Home,outdoors,grass,1999112111
1999_11_OAK_DEN,1999,REG,11,1999-11-22,Monday,NA,OAK,DEN,21,27,6,Mile High Stadium,Home,outdoors,grass,1999112200
1999_12_MIA_DAL,1999,REG,12,1999-11-25,Thursday,NA,MIA,DAL,0,20,20,Texas Stadium,Home,outdoors,astroturf,1999112501
1999_12_CHI_DET,1999,REG,12,1999-11-25,Thursday,NA,CHI,DET,17,21,4,Pontiac Silverdome,Home,dome,astroturf,1999112500
1999_12_JAX_BAL,1999,REG,12,1999-11-28,Sunday,NA,JAX,BAL,30,23,-7,PSINet Stadium,Home,outdoors,grass,1999112802
1999_12_NE_BUF,1999,REG,12,1999-11-28,Sunday,NA,NE,BUF,7,17,10,Ralph Wilson Stadium,Home,outdoors,astroturf,1999112803
1999_12_ATL_CAR,1999,REG,12,1999-11-28,Sunday,NA,ATL,CAR,28,34,6,Ericsson Stadium,Home,outdoors,grass,1999112811
1999_12_TEN_CLE,1999,REG,12,1999-11-28,Sunday,NA,TEN,CLE,33,21,-12,Cleveland Browns Stadium,Home,outdoors,grass,1999112807
1999_12_NYJ_IND,1999,REG,12,1999-11-28,Sunday,NA,NYJ,IND,6,13,7,RCA Dome,Home,dome,astroturf,1999112810
1999_12_SD_MIN,1999,REG,12,1999-11-28,Sunday,NA,SD,MIN,27,35,8,Hubert H. Humphrey Metrodome,Home,dome,astroturf,1999112806
1999_12_ARI_NYG,1999,REG,12,1999-11-28,Sunday,NA,ARI,NYG,34,24,-10,Giants Stadium,Home,outdoors,astroturf,1999112800
1999_12_KC_OAK,1999,REG,12,1999-11-28,Sunday,NA,KC,OAK,37,34,-3,Network Associates Coliseum,Home,outdoors,grass,1999112809
1999_12_CIN_PIT,1999,REG,12,1999-11-28,Sunday,NA,CIN,PIT,27,20,-7,Three Rivers Stadium,Home,outdoors,astroturf,1999112801
1999_12_TB_SEA,1999,REG,12,1999-11-28,Sunday,NA,TB,SEA,16,3,-13,Seattle Kingdome,Home,dome,astroturf,1999112808
1999_12_NO_STL,1999,REG,12,1999-11-28,Sunday,NA,NO,STL,12,43,31,TWA Dome,Home,dome,astroturf,1999112804
1999_12_PHI_WAS,1999,REG,12,1999-11-28,Sunday,NA,PHI,WAS,17,20,3,Jack Kent Cooke Stadium,Home,outdoors,grass,1999112805
1999_12_GB_SF,1999,REG,12,1999-11-29,Monday,NA,GB,SF,20,3,-17,3Com Park,Home,outdoors,grass,1999112900
1999_13_PIT_JAX,1999,REG,13,1999-12-02,Thursday,NA,PIT,JAX,6,20,14,Alltel Stadium,Home,outdoors,grass,1999120200
1999_13_PHI_ARI,1999,REG,13,1999-12-05,Sunday,NA,PHI,ARI,17,21,4,Sun Devil Stadium,Home,outdoors,grass,1999120504
1999_13_NO_ATL,1999,REG,13,1999-12-05,Sunday,NA,NO,ATL,12,35,23,Georgia Dome,Home,dome,astroturf,1999120511
1999_13_TEN_BAL,1999,REG,13,1999-12-05,Sunday,NA,TEN,BAL,14,41,27,PSINet Stadium,Home,outdoors,grass,1999120502
1999_13_STL_CAR,1999,REG,13,1999-12-05,Sunday,NA,STL,CAR,34,21,-13,Ericsson Stadium,Home,outdoors,grass,1999120500
1999_13_GB_CHI,1999,REG,13,1999-12-05,Sunday,NA,GB,CHI,35,19,-16,Soldier Field,Home,outdoors,grass,1999120509
1999_13_SF_CIN,1999,REG,13,1999-12-05,Sunday,NA,SF,CIN,30,44,14,Cinergy Field,Home,outdoors,astroturf,1999120501
1999_13_KC_DEN,1999,REG,13,1999-12-05,Sunday,NA,KC,DEN,16,10,-6,Mile High Stadium,Home,outdoors,grass,1999120507
1999_13_WAS_DET,1999,REG,13,1999-12-05,Sunday,NA,WAS,DET,17,33,16,Pontiac Silverdome,Home,dome,astroturf,1999120503
1999_13_IND_MIA,1999,REG,13,1999-12-05,Sunday,NA,IND,MIA,37,34,-3,Pro Player Stadium,Home,outdoors,grass,1999120510
1999_13_DAL_NE,1999,REG,13,1999-12-05,Sunday,NA,DAL,NE,6,13,7,Foxboro Stadium,Home,outdoors,grass,1999120508
