game_id,season,game_type,week,gameday,weekday,gametime,away_team,home_team,away_score,home_score,home_result,stadium,location,roof,surface,old_game_id
2007_13_NYJ_MIA,2007,REG,13,2007-12-02,Sunday,13:00,NYJ,MIA,40,13,-27,Dolphin Stadium,Home,outdoors,grass,2007120203
2007_13_DET_MIN,2007,REG,13,2007-12-02,Sunday,13:00,DET,MIN,10,42,32,Hubert H. Humphrey Metrodome,Home,dome,fieldturf,2007120204
2007_13_SEA_PHI,2007,REG,13,2007-12-02,Sunday,13:00,SEA,PHI,28,24,-4,Lincoln Financial Field,Home,outdoors,grass,2007120206
2007_13_ATL_STL,2007,REG,13,2007-12-02,Sunday,13:00,ATL,STL,16,28,12,Edward Jones Dome,Home,dome,fieldturf,2007120207
2007_13_HOU_TEN,2007,REG,13,2007-12-02,Sunday,13:00,HOU,TEN,20,28,8,LP Field,Home,outdoors,grass,2007120208
2007_13_BUF_WAS,2007,REG,13,2007-12-02,Sunday,13:00,BUF,WAS,17,16,-1,FedExField,Home,outdoors,grass,2007120209
2007_13_CLE_ARI,2007,REG,13,2007-12-02,Sunday,16:05,CLE,ARI,21,27,6,University of Phoenix Stadium,Home,open,grass,2007120210
2007_13_DEN_OAK,2007,REG,13,2007-12-02,Sunday,16:05,DEN,OAK,20,34,14,McAfee Coliseum,Home,outdoors,grass,2007120211
2007_13_NYG_CHI,2007,REG,13,2007-12-02,Sunday,16:15,NYG,CHI,21,16,-5,Soldier Field,Home,outdoors,grass,2007120212
2007_13_TB_NO,2007,REG,13,2007-12-02,Sunday,16:15,TB,NO,27,23,-4,Louisiana Superdome,Home,dome,fieldturf,2007120205
2007_13_CIN_PIT,2007,REG,13,2007-12-02,Sunday,20:25,CIN,PIT,10,24,14,Heinz Field,Home,outdoors,dessograss,2007120213
2007_13_NE_BAL,2007,REG,13,2007-12-03,Monday,20:40,NE,BAL,27,24,-3,M&T Bank Stadium,Home,outdoors,sportturf,2007120300
2007_14_CHI_WAS,2007,REG,14,2007-12-06,Thursday,20:15,CHI,WAS,16,24,8,FedExField,Home,outdoors,grass,2007120600
2007_14_MIA_BUF,2007,REG,14,2007-12-09,Sunday,13:00,MIA,BUF,17,38,21,Ralph Wilson Stadium,Home,outdoors,astroplay,2007120900
2007_14_STL_CIN,2007,REG,14,2007-12-09,Sunday,13:00,STL,CIN,10,19,9,Paul Brown Stadium,Home,outdoors,fieldturf,2007120901
2007_14_DAL_DET,2007,REG,14,2007-12-09,Sunday,13:00,DAL,DET,28,27,-1,Ford Field,Home,dome,fieldturf,2007120902
2007_14_OAK_GB,2007,REG,14,2007-12-09,Sunday,13:00,OAK,GB,7,38,31,Lambeau Field,Home,outdoors,grass,2007120903
2007_14_TB_HOU,2007,REG,14,2007-12-09,Sunday,13:00,TB,HOU,14,28,14,Reliant Stadium,Home,closed,grass,2007120904
2007_14_CAR_JAX,2007,REG,14,2007-12-09,Sunday,13:00,CAR,JAX,6,37,31,Jacksonville Municipal Stadium,Home,outdoors,grass,2007120905
2007_14_NYG_PHI,2007,REG,14,2007-12-09,Sunday,13:00,NYG,PHI,16,13,-3,Lincoln Financial Field,Home,outdoors,grass,2007120907
2007_14_SD_TEN,2007,REG,14,2007-12-09,Sunday,13:00,SD,TEN,23,17,-6,LP Field,Home,outdoors,grass,2007120908
2007_14_ARI_SEA,2007,REG,14,2007-12-09,Sunday,16:05,ARI,SEA,21,42,21,Qwest Field,Home,outdoors,fieldturf,2007120910
2007_14_MIN_SF,2007,REG,14,2007-12-09,Sunday,16:05,MIN,SF,27,7,-20,Monster Park,Home,outdoors,grass,2007120909
2007_14_KC_DEN,2007,REG,14,2007-12-09,Sunday,16:15,KC,DEN,7,41,34,Invesco Field at Mile High,Home,outdoors,grass,2007120911
2007_14_PIT_NE,2007,REG,14,2007-12-09,Sunday,16:15,PIT,NE,13,34,21,Gillette Stadium,Home,outdoors,fieldturf,2007120906
2007_14_CLE_NYJ,2007,REG,14,2007-12-09,Sunday,16:15,CLE,NYJ,24,18,-6,Giants Stadium,Home,outdoors,fieldturf,2007120912
2007_14_IND_BAL,2007,REG,14,2007-12-09,Sunday,20:25,IND,BAL,44,20,-24,M&T Bank Stadium,Home,outdoors,sportturf,2007120913
2007_14_NO_ATL,2007,REG,14,2007-12-10,Monday,20:40,NO,ATL,34,14,-20,Georgia Dome,Home,dome,fieldturf,2007121000
2007_15_DEN_HOU,2007,REG,15,2007-12-13,Thursday,20:15,DEN,HOU,13,31,18,Reliant Stadium,Home,open,grass,2007121300
2007_15_CIN_SF,2007,REG,15,2007-12-15,Saturday,20:15,CIN,SF,13,20,7,Monster Park,Home,outdoors,grass,2007121500
2007_15_SEA_CAR,2007,REG,15,2007-12-16,Sunday,13:00,SEA,CAR,10,13,3,Bank of America Stadium,Home,outdoors,grass,2007121600
2007_15_BUF_CLE,2007,REG,15,2007-12-16,Sunday,13:00,BUF,CLE,0,8,8,Cleveland Browns Stadium,Home,outdoors,grass,2007121601
2007_15_TEN_KC,2007,REG,15,2007-12-16,Sunday,13:00,TEN,KC,26,17,-9,Arrowhead Stadium,Home,outdoors,grass,2007121602
2007_15_BAL_MIA,2007,REG,15,2007-12-16,Sunday,13:00,BAL,MIA,16,22,6,Dolphin Stadium,Home,outdoors,grass,2007121603
2007_15_NYJ_NE,2007,REG,15,2007-12-16,Sunday,13:00,NYJ,NE,10,20,10,Gillette Stadium,Home,outdoors,fieldturf,2007121604
2007_15_ARI_NO,2007,REG,15,2007-12-16,Sunday,13:00,ARI,NO,24,31,7,Louisiana Superdome,Home,dome,fieldturf,2007121605
2007_15_JAX_PIT,2007,REG,15,2007-12-16,Sunday,13:00,JAX,PIT,29,22,-7,Heinz Field,Home,outdoors,dessograss,2007121606
2007_15_GB_STL,2007,REG,15,2007-12-16,Sunday,13:00,GB,STL,33,14,-19,Edward Jones Dome,Home,dome,fieldturf,2007121607
2007_15_ATL_TB,2007,REG,15,2007-12-16,Sunday,13:00,ATL,TB,3,37,34,Raymond James Stadium,Home,outdoors,grass,2007121608
2007_15_IND_OAK,2007,REG,15,2007-12-16,Sunday,16:05,IND,OAK,21,14,-7,McAfee Coliseum,Home,outdoors,grass,2007121609
2007_15_PHI_DAL,2007,REG,15,2007-12-16,Sunday,16:15,PHI,DAL,10,6,-4,Texas Stadium,Home,outdoors,fieldturf,2007121610
2007_15_DET_SD,2007,REG,15,2007-12-16,Sunday,16:15,DET,SD,14,51,37,Qualcomm Stadium,Home,outdoors,grass,2007121611
2007_15_WAS_NYG,2007,REG,15,2007-12-16,Sunday,20:25,WAS,NYG,22,10,-12,Giants Stadium,Home,outdoors,fieldturf,2007121612
2007_15_CHI_MIN,2007,REG,15,2007-12-17,Monday,20:40,CHI,MIN,13,20,7,Hubert H. Humphrey Metrodome,Home,dome,fieldturf,2007121701
2007_16_PIT_STL,2007,REG,16,2007-12-20,Thursday,20:15,PIT,STL,41,24,-17,Edward Jones Dome,Home,dome,fieldturf,2007122000
2007_16_DAL_CAR,2007,REG,16,2007-12-22,Saturday,20:15,DAL,CAR,20,13,-7,Bank of America Stadium,Home,outdoors,grass,2007122200
2007_16_NYG_BUF,2007,REG,16,2007-12-23,Sunday,13:00,NYG,BUF,38,21,-17,Ralph Wilson Stadium,Home,outdoors,astroplay,2007122300
2007_16_GB_CHI,2007,REG,16,2007-12-23,Sunday,13:00,GB,CHI,7,35,28,Soldier Field,Home,outdoors,grass,2007122301
2007_16_CLE_CIN,2007,REG,16,2007-12-23,Sunday,13:00,CLE,CIN,14,19,5,Paul Brown Stadium,Home,outdoors,fieldturf,2007122302
2007_16_KC_DET,2007,REG,16,2007-12-23,Sunday,13:00,KC,DET,20,25,5,Ford Field,Home,dome,fieldturf,2007122303
2007_16_HOU_IND,2007,REG,16,2007-12-23,Sunday,13:00,HOU,IND,15,38,23,RCA Dome,Home,dome,fieldturf,2007122304
2007_16_OAK_JAX,2007,REG,16,2007-12-23,Sunday,13:00,OAK,JAX,11,49,38,Jacksonville Municipal Stadium,Home,outdoors,grass,2007122305
2007_16_PHI_NO,2007,REG,16,2007-12-23,Sunday,13:00,PHI,NO,38,23,-15,Louisiana Superdome,Home,dome,fieldturf,2007122308
2007_16_ATL_ARI,2007,REG,16,2007-12-23,Sunday,16:05,ATL,ARI,27,30,3,University of Phoenix Stadium,Home,open,grass,2007122309
2007_16_TB_SF,2007,REG,16,2007-12-23,Sunday,16:05,TB,SF,19,21,2,Monster Park,Home,outdoors,grass,2007122312
2007_16_MIA_NE,2007,REG,16,2007-12-23,Sunday,16:15,MIA,NE,7,28,21,Gillette Stadium,Home,outdoors,fieldturf,2007122307
2007_16_BAL_SEA,2007,REG,16,2007-12-23,Sunday,16:15,BAL,SEA,6,27,21,Qwest Field,Home,outdoors,fieldturf,2007122310
2007_16_NYJ_TEN,2007,REG,16,2007-12-23,Sunday,16:15,NYJ,TEN,6,10,4,LP Field,Home,outdoors,grass,2007122311
2007_16_WAS_MIN,2007,REG,16,2007-12-23,Sunday,20:15,WAS,MIN,32,21,-11,Hubert H. Humphrey Metrodome,Home,dome,fieldturf,2007122306
2007_16_DEN_SD,2007,REG,16,2007-12-24,Monday,20:00,DEN,SD,3,23,20,Qualcomm Stadium,Home,outdoors,grass,2007122400
2007_17_NE_NYG,2007,REG,17,2007-12-29,Saturday,20:15,NE,NYG,38,35,-3,Giants Stadium,Home,outdoors,fieldturf,2007122900
2007_17_SEA_ATL,2007,REG,17,2007-12-30,Sunday,13:00,SEA,ATL,41,44,3,Georgia Dome,Home,dome,fieldturf,2007123000
2007_17_NO_CHI,2007,REG,17,2007-12-30,Sunday,13:00,NO,CHI,25,33,8,Soldier Field,Home,outdoors,grass,2007123002
2007_17_SF_CLE,2007,REG,17,2007-12-30,Sunday,13:00,SF,CLE,7,20,13,Cleveland Browns Stadium,Home,outdoors,grass,2007123003
2007_17_DET_GB,2007,REG,17,2007-12-30,Sunday,13:00,DET,GB,13,34,21,Lambeau Field,Home,outdoors,grass,2007123004
2007_17_JAX_HOU,2007,REG,17,2007-12-30,Sunday,13:00,JAX,HOU,28,42,14,Reliant Stadium,Home,open,grass,2007123005
2007_17_CIN_MIA,2007,REG,17,2007-12-30,Sunday,13:00,CIN,MIA,38,25,-13,Dolphin Stadium,Home,outdoors,grass,2007123007
2007_17_BUF_PHI,2007,REG,17,2007-12-30,Sunday,13:00,BUF,PHI,9,17,8,Lincoln Financial Field,Home,outdoors,grass,2007123008
2007_17_CAR_TB,2007,REG,17,2007-12-30,Sunday,13:00,CAR,TB,31,23,-8,Raymond James Stadium,Home,outdoors,grass,2007123009
2007_17_STL_ARI,2007,REG,17,2007-12-30,Sunday,16:15,STL,ARI,19,48,29,University of Phoenix Stadium,Home,open,grass,2007123011
2007_17_PIT_BAL,2007,REG,17,2007-12-30,Sunday,16:15,PIT,BAL,21,27,6,M&T Bank Stadium,Home,outdoors,sportturf,2007123001
2007_17_MIN_DEN,2007,REG,17,2007-12-30,Sunday,16:15,MIN,DEN,19,22,3,Invesco Field at Mile High,Home,outdoors,grass,2007123012
2007_17_KC_NYJ,2007,REG,17,2007-12-30,Sunday,16:15,KC,NYJ,10,13,3,Giants Stadium,Home,outdoors,fieldturf,2007123014
2007_17_SD_OAK,2007,REG,17,2007-12-30,Sunday,16:15,SD,OAK,30,17,-13,McAfee Coliseum,Home,outdoors,grass,2007123013
2007_17_DAL_WAS,2007,REG,17,2007-12-30,Sunday,16:15,DAL,WAS,6,27,21,FedExField,Home,outdoors,grass,2007123010
2007_17_TEN_IND,2007,REG,17,2007-12-30,Sunday,20:25,TEN,IND,16,10,-6,RCA Dome,Home,dome,fieldturf,2007123006
2007_18_WAS_SEA,2007,WC,18,2008-01-05,Saturday,16:30,WAS,SEA,14,35,21,Qwest Field,Home,outdoors,fieldturf,2008010500
2007_18_JAX_PIT,2007,WC,18,2008-01-05,Saturday,20:15,JAX,PIT,31,29,-2,Heinz Field,Home,outdoors,dessograss,2008010501
2007_18_NYG_TB,2007,WC,18,2008-01-06,Sunday,13:00,NYG,TB,24,14,-10,Raymond James Stadium,Home,outdoors,grass,2008010600
2007_18_TEN_SD,2007,WC,18,2008-01-06,Sunday,16:30,TEN,SD,6,17,11,Qualcomm Stadium,Home,outdoors,grass,2008010601
2007_19_SEA_GB,2007,DIV,19,2008-01-12,Saturday,16:30,SEA,GB,20,42,22,Lambeau Field,Home,outdoors,grass,2008011200
2007_19_JAX_NE,2007,DIV,19,2008-01-12,Saturday,20:15,JAX,NE,20,31,11,Gillette Stadium,Home,outdoors,fieldturf,2008011201
2007_19_SD_IND,2007,DIV,19,2008-01-13,Sunday,13:00,SD,IND,28,24,-4,RCA Dome,Home,dome,fieldturf,2008011300
2007_19_NYG_DAL,2007,DIV,19,2008-01-13,Sunday,16:30,NYG,DAL,21,17,-4,Texas Stadium,Home,outdoors,fieldturf,2008011301
2007_20_SD_NE,2007,CON,20,2008-01-20,Sunday,15:00,SD,NE,12,21,9,Gillette Stadium,Home,outdoors,fieldturf,2008012000
2007_20_NYG_GB,2007,CON,20,2008-01-20,Sunday,18:30,NYG,GB,23,20,-3,Lambeau Field,Home,outdoors,grass,2008012001
2007_21_NYG_NE,2007,SB,21,2008-02-03,Sunday,18:30,NYG,NE,17,14,-3,University of Phoenix Stadium,Neutral,closed,grass,2008020300
2008_01_WAS_NYG,2008,REG,1,2008-09-04,Thursday,19:00,WAS,NYG,7,16,9,Giants Stadium,Home,outdoors,fieldturf,2008090400
2008_01_DET_ATL,2008,REG,1,2008-09-07,Sunday,13:00,DET,ATL,21,34,13,Georgia Dome,Home,dome,fieldturf,2008090700
2008_01_CIN_BAL,2008,REG,1,2008-09-07,Sunday,13:00,CIN,BAL,10,17,7,M&T Bank Stadium,Home,outdoors,sportturf,2008090701
2008_01_SEA_BUF,2008,REG,1,2008-09-07,Sunday,13:00,SEA,BUF,10,34,24,Ralph Wilson Stadium,Home,outdoors,astroplay,2008090702
2008_01_NYJ_MIA,2008,REG,1,2008-09-07,Sunday,13:00,NYJ,MIA,20,14,-6,Dolphin Stadium,Home,outdoors,grass,2008090703
2008_01_KC_NE,2008,REG,1,2008-09-07,Sunday,13:00,KC,NE,10,17,7,Gillette Stadium,Home,outdoors,fieldturf,2008090704
2008_01_TB_NO,2008,REG,1,2008-09-07,Sunday,13:00,TB,NO,20,24,4,Louisiana Superdome,Home,dome,fieldturf,2008090705
2008_01_STL_PHI,2008,REG,1,2008-09-07,Sunday,13:00,STL,PHI,3,38,35,Lincoln Financial Field,Home,outdoors,grass,2008090706
2008_01_HOU_PIT,2008,REG,1,2008-09-07,Sunday,13:00,HOU,PIT,17,38,21,Heinz Field,Home,outdoors,dessograss,2008090707
2008_01_JAX_TEN,2008,REG,1,2008-09-07,Sunday,13:00,JAX,TEN,10,17,7,LP Field,Home,outdoors,grass,2008090708
2008_01_DAL_CLE,2008,REG,1,2008-09-07,Sunday,16:15,DAL,CLE,28,10,-18,Cleveland Browns Stadium,Home,outdoors,grass,2008090709
2008_01_CAR_SD,2008,REG,1,2008-09-07,Sunday,16:15,CAR,SD,26,24,-2,Qualcomm Stadium,Home,outdoors,grass,2008090710
2008_01_ARI_SF,2008,REG,1,2008-09-07,Sunday,16:15,ARI,SF,23,13,-10,Candlestick Park,Home,outdoors,grass,2008090711
2008_01_CHI_IND,2008,REG,1,2008-09-07,Sunday,20:15,CHI,IND,29,13,-16,Lucas Oil Stadium,Home,open,fieldturf,2008090712
2008_01_MIN_GB,2008,REG,1,2008-09-08,Monday,19:00,MIN,GB,19,24,5,Lambeau Field,Home,outdoors,grass,2008090800
2008_01_DEN_OAK,2008,REG,1,2008-09-08,Monday,22:15,DEN,OAK,41,14,-27,Oakland-Alameda County Coliseum,Home,outdoors,grass,2008090801
2008_02_CHI_CAR,2008,REG,2,2008-09-14,Sunday,13:00,CHI,CAR,17,20,3,Bank of America Stadium,Home,outdoors,grass,2008091400
2008_02_TEN_CIN,2008,REG,2,2008-09-14,Sunday,13:00,TEN,CIN,24,7,-17,Paul Brown Stadium,Home,outdoors,fieldturf,2008091401
2008_02_GB_DET,2008,REG,2,2008-09-14,Sunday,13:00,GB,DET,48,25,-23,Ford Field,Home,dome,fieldturf,2008091402
2008_02_BUF_JAX,2008,REG,2,2008-09-14,Sunday,13:00,BUF,JAX,20,16,-4,Jacksonville Municipal Stadium,Home,outdoors,grass,2008091403
2008_02_OAK_KC,2008,REG,2,2008-09-14,Sunday,13:00,OAK,KC,23,8,-15,Arrowhead Stadium,Home,outdoors,grass,2008091404
2008_02_IND_MIN,2008,REG,2,2008-09-14,Sunday,13:00,IND,MIN,18,15,-3,Hubert H. Humphrey Metrodome,Home,dome,fieldturf,2008091405
2008_02_NYG_STL,2008,REG,2,2008-09-14,Sunday,13:00,NYG,STL,41,13,-28,Edward Jones Dome,Home,dome,fieldturf,2008091406
2008_02_NO_WAS,2008,REG,2,2008-09-14,Sunday,13:00,NO,WAS,24,29,5,FedExField,Home,outdoors,grass,2008091407
2008_02_SF_SEA,2008,REG,2,2008-09-14,Sunday,16:05,SF,SEA,33,30,-3,Qwest Field,Home,outdoors,fieldturf,2008091408
2008_02_ATL_TB,2008,REG,2,2008-09-14,Sunday,16:05,ATL,TB,9,24,15,Raymond James Stadium,Home,outdoors,grass,2008091409
2008_02_MIA_ARI,2008,REG,2,2008-09-14,Sunday,16:15,MIA,ARI,10,31,21,University of Phoenix Stadium,Home,closed,grass,2008091410
2008_02_SD_DEN,2008,REG,2,2008-09-14,Sunday,16:15,SD,DEN,38,39,1,Invesco Field at Mile High,Home,outdoors,grass,2008091411
2008_02_NE_NYJ,2008,REG,2,2008-09-14,Sunday,16:15,NE,NYJ,19,10,-9,Giants Stadium,Home,outdoors,fieldturf,2008091413
2008_02_PIT_CLE,2008,REG,2,2008-09-14,Sunday,20:15,PIT,CLE,10,6,-4,Cleveland Browns Stadium,Home,outdoors,grass,2008091414
2008_02_PHI_DAL,2008,REG,2,2008-09-15,Monday,20:30,PHI,DAL,37,41,4,Texas Stadium,Home,outdoors,fieldturf,2008091500
2008_03_KC_ATL,2008,REG,3,2008-09-21,Sunday,13:00,KC,ATL,14,38,24,Georgia Dome,Home,dome,fieldturf,2008092100
2008_03_OAK_BUF,2008,REG,3,2008-09-21,Sunday,13:00,OAK,BUF,23,24,1,Ralph Wilson Stadium,Home,outdoors,astroplay,2008092101
2008_03_TB_CHI,2008,REG,3,2008-09-21,Sunday,13:00,TB,CHI,27,24,-3,Soldier Field,Home,outdoors,grass,2008092102
2008_03_CAR_MIN,2008,REG,3,2008-09-21,Sunday,13:00,CAR,MIN,10,20,10,Hubert H. Humphrey Metrodome,Home,dome,fieldturf,2008092103
2008_03_MIA_NE,2008,REG,3,2008-09-21,Sunday,13:00,MIA,NE,38,13,-25,Gillette Stadium,Home,outdoors,fieldturf,2008092104
2008_03_CIN_NYG,2008,REG,3,2008-09-21,Sunday,13:00,CIN,NYG,23,26,3,Giants Stadium,Home,outdoors,fieldturf,2008092105
2008_03_HOU_TEN,2008,REG,3,2008-09-21,Sunday,13:00,HOU,TEN,12,31,19,LP Field,Home,outdoors,grass,2008092106
2008_03_ARI_WAS,2008,REG,3,2008-09-21,Sunday,13:00,ARI,WAS,17,24,7,FedExField,Home,outdoors,grass,2008092107
2008_03_NO_DEN,2008,REG,3,2008-09-21,Sunday,16:05,NO,DEN,32,34,2,Invesco Field at Mile High,Home,outdoors,grass,2008092108
2008_03_STL_SEA,2008,REG,3,2008-09-21,Sunday,16:05,STL,SEA,13,37,24,Qwest Field,Home,outdoors,fieldturf,2008092110
2008_03_DET_SF,2008,REG,3,2008-09-21,Sunday,16:05,DET,SF,13,31,18,Candlestick Park,Home,outdoors,grass,2008092109
2008_03_CLE_BAL,2008,REG,3,2008-09-21,Sunday,16:15,CLE,BAL,10,28,18,M&T Bank Stadium,Home,outdoors,sportturf,2008092111
2008_03_JAX_IND,2008,REG,3,2008-09-21,Sunday,16:15,JAX,IND,23,21,-2,Lucas Oil Stadium,Home,closed,fieldturf,2008092112
2008_03_PIT_PHI,2008,REG,3,2008-09-21,Sunday,16:15,PIT,PHI,6,15,9,Lincoln Financial Field,Home,outdoors,grass,2008092113
2008_03_DAL_GB,2008,REG,3,2008-09-21,Sunday,20:15,DAL,GB,27,16,-11,Lambeau Field,Home,outdoors,grass,2008092114
2008_03_NYJ_SD,2008,REG,3,2008-09-22,Monday,20:30,NYJ,SD,29,48,19,Qualcomm Stadium,Home,outdoors,grass,2008092200
2008_04_ATL_CAR,2008,REG,4,2008-09-28,Sunday,13:00,ATL,CAR,9,24,15,Bank of America Stadium,Home,outdoors,grass,2008092800
2008_04_CLE_CIN,2008,REG,4,2008-09-28,Sunday,13:00,CLE,CIN,20,12,-8,Paul Brown Stadium,Home,outdoors,fieldturf,2008092801
2008_04_HOU_JAX,2008,REG,4,2008-09-28,Sunday,13:00,HOU,JAX,27,30,3,Jacksonville Municipal Stadium,Home,outdoors,grass,2008092802
2008_04_DEN_KC,2008,REG,4,2008-09-28,Sunday,13:00,DEN,KC,19,33,14,Arrowhead Stadium,Home,outdoors,grass,2008092803
2008_04_SF_NO,2008,REG,4,2008-09-28,Sunday,13:00,SF,NO,17,31,14,Louisiana Superdome,Home,dome,fieldturf,2008092804
2008_04_ARI_NYJ,2008,REG,4,2008-09-28,Sunday,13:00,ARI,NYJ,35,56,21,Giants Stadium,Home,outdoors,fieldturf,2008092805
2008_04_GB_TB,2008,REG,4,2008-09-28,Sunday,13:00,GB,TB,21,30,9,Raymond James Stadium,Home,outdoors,grass,2008092806
2008_04_MIN_TEN,2008,REG,4,2008-09-28,Sunday,13:00,MIN,TEN,17,30,13,LP Field,Home,outdoors,grass,2008092807
2008_04_SD_OAK,2008,REG,4,2008-09-28,Sunday,16:05,SD,OAK,28,18,-10,Oakland-Alameda County Coliseum,Home,outdoors,grass,2008092808
2008_04_BUF_STL,2008,REG,4,2008-09-28,Sunday,16:05,BUF,STL,31,14,-17,Edward Jones Dome,Home,dome,fieldturf,2008092809
2008_04_WAS_DAL,2008,REG,4,2008-09-28,Sunday,16:15,WAS,DAL,26,24,-2,Texas Stadium,Home,outdoors,fieldturf,2008092810
2008_04_PHI_CHI,2008,REG,4,2008-09-28,Sunday,20:15,PHI,CHI,20,24,4,Soldier Field,Home,outdoors,grass,2008092811
2008_04_BAL_PIT,2008,REG,4,2008-09-29,Monday,20:30,BAL,PIT,20,23,3,Heinz Field,Home,outdoors,dessograss,2008092900
2008_05_TEN_BAL,2008,REG,5,2008-10-05,Sunday,13:00,TEN,BAL,13,10,-3,M&T Bank Stadium,Home,outdoors,sportturf,2008100500
2008_05_KC_CAR,2008,REG,5,2008-10-05,Sunday,13:00,KC,CAR,0,34,34,Bank of America Stadium,Home,outdoors,grass,2008100501
2008_05_CHI_DET,2008,REG,5,2008-10-05,Sunday,13:00,CHI,DET,34,7,-27,Ford Field,Home,dome,fieldturf,2008100502
2008_05_ATL_GB,2008,REG,5,2008-10-05,Sunday,13:00,ATL,GB,27,24,-3,Lambeau Field,Home,outdoors,grass,2008100503
2008_05_IND_HOU,2008,REG,5,2008-10-05,Sunday,13:00,IND,HOU,31,27,-4,Reliant Stadium,Home,open,grass,2008100504
2008_05_SD_MIA,2008,REG,5,2008-10-05,Sunday,13:00,SD,MIA,10,17,7,Dolphin Stadium,Home,outdoors,grass,2008100505
2008_05_SEA_NYG,2008,REG,5,2008-10-05,Sunday,13:00,SEA,NYG,6,44,38,Giants Stadium,Home,outdoors,fieldturf,2008100506
2008_05_WAS_PHI,2008,REG,5,2008-10-05,Sunday,13:00,WAS,PHI,23,17,-6,Lincoln Financial Field,Home,outdoors,grass,2008100507
2008_05_TB_DEN,2008,REG,5,2008-10-05,Sunday,16:05,TB,DEN,13,16,3,Invesco Field at Mile High,Home,outdoors,grass,2008100508
2008_05_BUF_ARI,2008,REG,5,2008-10-05,Sunday,16:15,BUF,ARI,17,41,24,University of Phoenix Stadium,Home,closed,grass,2008100509
2008_05_CIN_DAL,2008,REG,5,2008-10-05,Sunday,16:15,CIN,DAL,22,31,9,Texas Stadium,Home,outdoors,fieldturf,2008100510
2008_05_NE_SF,2008,REG,5,2008-10-05,Sunday,16:15,NE,SF,30,21,-9,Candlestick Park,Home,outdoors,grass,2008100511
2008_05_PIT_JAX,2008,REG,5,2008-10-05,Sunday,20:15,PIT,JAX,26,21,-5,Jacksonville Municipal Stadium,Home,outdoors,grass,2008100512
2008_05_MIN_NO,2008,REG,5,2008-10-06,Monday,20:30,MIN,NO,30,27,-3,Louisiana Superdome,Home,dome,fieldturf,2008100600
2008_06_CHI_ATL,2008,REG,6,2008-10-12,Sunday,13:00,CHI,ATL,20,22,2,Georgia Dome,Home,dome,fieldturf,2008101200
2008_06_MIA_HOU,2008,REG,6,2008-10-12,Sunday,13:00,MIA,HOU,28,29,1,Reliant Stadium,Home,open,grass,2008101201
2008_06_BAL_IND,2008,REG,6,2008-10-12,Sunday,13:00,BAL,IND,3,31,28,Lucas Oil Stadium,Home,open,fieldturf,2008101202
2008_06_DET_MIN,2008,REG,6,2008-10-12,Sunday,13:00,DET,MIN,10,12,2,Hubert H. Humphrey Metrodome,Home,dome,fieldturf,2008101203
2008_06_OAK_NO,2008,REG,6,2008-10-12,Sunday,13:00,OAK,NO,3,34,31,Louisiana Superdome,Home,dome,fieldturf,2008101204
2008_06_CIN_NYJ,2008,REG,6,2008-10-12,Sunday,13:00,CIN,NYJ,14,26,12,Giants Stadium,Home,outdoors,fieldturf,2008101205
2008_06_CAR_TB,2008,REG,6,2008-10-12,Sunday,13:00,CAR,TB,3,27,24,Raymond James Stadium,Home,outdoors,grass,2008101206
2008_06_STL_WAS,2008,REG,6,2008-10-12,Sunday,13:00,STL,WAS,19,17,-2,FedExField,Home,outdoors,grass,2008101207
2008_06_JAX_DEN,2008,REG,6,2008-10-12,Sunday,16:05,JAX,DEN,24,17,-7,Invesco Field at Mile High,Home,outdoors,grass,2008101208
2008_06_DAL_ARI,2008,REG,6,2008-10-12,Sunday,16:15,DAL,ARI,24,30,6,University of Phoenix Stadium,Home,closed,grass,2008101209
2008_06_GB_SEA,2008,REG,6,2008-10-12,Sunday,16:15,GB,SEA,27,17,-10,Qwest Field,Home,outdoors,fieldturf,2008101211
2008_06_PHI_SF,2008,REG,6,2008-10-12,Sunday,16:15,PHI,SF,40,26,-14,Candlestick Park,Home,outdoors,grass,2008101210
2008_06_NE_SD,2008,REG,6,2008-10-12,Sunday,20:15,NE,SD,10,30,20,Qualcomm Stadium,Home,outdoors,grass,2008101212
2008_06_NYG_CLE,2008,REG,6,2008-10-13,Monday,20:30,NYG,CLE,14,35,21,Cleveland Browns Stadium,Home,outdoors,grass,2008101300
2008_07_SD_BUF,2008,REG,7,2008-10-19,Sunday,13:00,SD,BUF,14,23,9,Ralph Wilson Stadium,Home,outdoors,astroplay,2008101900
2008_07_NO_CAR,2008,REG,7,2008-10-19,Sunday,13:00,NO,CAR,7,30,23,Bank of America Stadium,Home,outdoors,grass,2008101901
2008_07_MIN_CHI,2008,REG,7,2008-10-19,Sunday,13:00,MIN,CHI,41,48,7,Soldier Field,Home,outdoors,grass,2008101902
2008_07_PIT_CIN,2008,REG,7,2008-10-19,Sunday,13:00,PIT,CIN,38,10,-28,Paul Brown Stadium,Home,outdoors,fieldturf,2008101903
2008_07_TEN_KC,2008,REG,7,2008-10-19,Sunday,13:00,TEN,KC,34,10,-24,Arrowhead Stadium,Home,outdoors,grass,2008101904
2008_07_BAL_MIA,2008,REG,7,2008-10-19,Sunday,13:00,BAL,MIA,27,13,-14,Dolphin Stadium,Home,outdoors,grass,2008101905
